occurrence_id,movie_id,movie_title,genre,director_name,director_id,oscar_year,won_oscar,exact_word,surrounding_text,linguistic_context,timestamp,total_count_fucks,average_fucks_per_hour,synopsis,image
3219,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuck,"Who the fuck are you, man?",insult,"00:37:23,966",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3220,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuck,What the fuck is wrong with you?,insult,"00:37:27,386",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3221,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,Fuck you! Fuck you!,insult,"00:37:29,096",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3222,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,Fuck you! Fuck you!,insult,"00:37:29,096",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3223,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuck,"Get the fuck off me, you bitch! Fuck!",insult,"00:37:32,307",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3224,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,"Get the fuck off me, you bitch! Fuck!",insult,"00:37:32,307",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3225,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,Sons of bitches leave me -- Fuck.,general_expletive,"00:38:52,179",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3226,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,"- Fuck your wife. - No, sir. No, please, sir. I will --",exclamation_shock,"00:40:34,447",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3227,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,"Hey, leave that fucking prawn, man. I will shoot a pig.",general_expletive,"00:41:10,942",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3228,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,"- Untie that fucking guy, man. - B21. The human hand.",general_expletive,"00:41:20,994",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3229,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,- That should quiet him down. - Fuck you!,insult,"00:43:54,522",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3230,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,Fuck you. Fuck you!,insult,"00:44:08,828",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3231,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,Fuck you. Fuck you!,insult,"00:44:08,828",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3232,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,You don't fucking come near me. Don't fucking come near me.,insult,"00:44:12,165",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3233,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,You don't fucking come near me. Don't fucking come near me.,insult,"00:44:12,165",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3234,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,"Fuck you. You big fucking man, huh?",insult,"00:44:22,425",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3235,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,"Fuck you. You big fucking man, huh?",insult,"00:44:22,425",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3236,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,Fuck you! Drop that thing or I'll fucking cut his eyes out.,insult,"00:44:29,474",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3237,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,Fuck you! Drop that thing or I'll fucking cut his eyes out.,insult,"00:44:29,474",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3238,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,"- We're gonna get you, mate. - I'll fucking kill you. I'll kill you.",insult,"00:44:37,399",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3239,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,- I'm fucking -- What? - It's disgusting.,exclamation_shock,"00:46:15,997",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3240,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,"I've been friends with you for fucking 19 years, man.",insult,"00:46:24,005",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3241,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,"Fuck off! What are you watching, man? Fuck off!",insult,"00:46:27,467",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3242,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,"Fuck off! What are you watching, man? Fuck off!",insult,"00:46:27,467",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3243,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,"- You fucking freak! Stop! - Don't go away, after the break",insult,"00:47:54,262",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3244,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fucking,"Fucking prawn, this isn't a charity.",general_expletive,"00:50:45,516",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3245,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,"Fuck, man.",general_expletive,"00:51:36,067",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3246,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,"fucking creatures, man.",general_expletive,"00:52:36,335",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3247,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,with a fucking creature. Baby --,general_expletive,"00:52:40,798",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3248,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuck,Where the fuck I am?,general_expletive,"00:56:22,269",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3249,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,For 20 years you've had this fucking thing hidden down here. This is --,insult,"00:57:19,410",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3250,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuckers,"Are you little fuckers trying to start this and get away, eh?",insult,"00:57:48,397",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3251,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,"Yeah, you sneaky fucking prawns, eh?",insult,"00:57:54,195",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3252,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,"Fuck, man. Fuck!",general_expletive,"00:58:52,127",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3253,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,"Fuck, man. Fuck!",general_expletive,"00:58:52,127",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3254,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,Fuck! The only one is the one I confiscated?,general_expletive,"00:58:55,256",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3255,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,"Fuck off, man. I'm not the same.",insult,"00:59:15,401",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3256,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,Not the fucking same.,general_expletive,"00:59:18,904",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3257,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,Fuck. Okay.,general_expletive,"01:00:24,053",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3258,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,Fuck. Fuck. Fuck.,general_expletive,"01:00:44,365",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3259,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,Fuck. Fuck. Fuck.,general_expletive,"01:00:44,365",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3260,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,Fuck. Fuck. Fuck.,general_expletive,"01:00:44,365",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3261,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,You're fucking wasting my time.,insult,"01:05:32,569",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3262,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fucking,Shut up. Fucking lying bitch.,general_expletive,"01:05:36,448",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3263,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,"Fuck. Give me the fucking weapons, man.",general_expletive,"01:07:41,782",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3264,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,"Fuck. Give me the fucking weapons, man.",general_expletive,"01:07:41,782",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3265,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,Don't you fucking look at me.,insult,"01:07:46,453",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3266,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,I said don't fucking look at me.,general_expletive,"01:07:49,498",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3267,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fucking,"Fucking hurry up, man.",general_expletive,"01:08:02,010",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3268,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,Look at me when I fucking speak to you.,insult,"01:08:03,261",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3269,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,I want that fucking arm.,general_expletive,"01:08:10,811",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3270,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuck,What the fuck did you do?,insult,"01:08:13,230",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3271,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,"You fucking mizungo, I'm coming for you.",insult,"01:08:14,898",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3272,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,Drop the fucking knife.,general_expletive,"01:08:20,278",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3273,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,"- Drop your fucking knife! - Easy, easy.",general_expletive,"01:08:21,738",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3274,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuck,For fuck's sakes. My men have done this a hundred times before.,general_expletive,"01:08:36,211",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3275,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuck,"What do you mean, ""empty""? Where the fuck is he?",insult,"01:09:08,827",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3276,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,Fuck!,general_expletive,"01:10:23,610",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3277,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuck,Open up! Get the fuck out! Don't fucking look at me. Get out!,general_expletive,"01:10:33,036",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3278,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,Open up! Get the fuck out! Don't fucking look at me. Get out!,general_expletive,"01:10:33,036",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3279,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuck,Get the fuck out!,general_expletive,"01:10:36,289",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3280,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuck,"- Move, move, move. - Get out! Everybody get the fuck out!",general_expletive,"01:10:51,304",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3281,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,I'll send you home in a fucking jar. Go!,insult,"01:10:58,228",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3282,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuckers,These fuckers.,general_expletive,"01:11:16,496",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3283,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuck,"Oh, fuck.",exclamation_shock,"01:11:48,528",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3284,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,- Fuck. - Move close.,general_expletive,"01:12:31,946",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3285,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,You fucking bastard.,insult,"01:12:34,032",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3286,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuck,"Think of your boy, for fuck's sake.",general_expletive,"01:12:46,086",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3287,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,What are you doing? Are you out of your fucking mind?,insult,"01:12:57,931",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3288,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,"Fuck, yeah, man. Come on.",general_expletive,"01:13:07,774",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3289,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,It's a fucking dead end.,general_expletive,"01:13:10,193",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3290,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,Don't drop that fucking thing.,general_expletive,"01:14:45,705",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3291,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,What? Three fucking years?,exclamation_shock,"01:15:30,792",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3292,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,I'm a fucking medical experiment. You hear me?,insult,"01:15:47,725",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3293,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,"I'm a fucking medical experiment, man.",general_expletive,"01:15:50,353",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3294,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuck,Where the fuck is he?,general_expletive,"01:16:32,103",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3295,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuck,"How the fuck do you open this, prawn?",insult,"01:16:57,879",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3296,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucker,"Tell me, you fucker. You want me to fucking kill you?",insult,"01:17:06,137",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3297,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,"Tell me, you fucker. You want me to fucking kill you?",insult,"01:17:06,137",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3298,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,Hey? Is that what you fucking want? Hey?,insult,"01:17:08,931",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3299,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuck,"What the fuck, man?",exclamation_shock,"01:17:56,312",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3300,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuck,"Oh, fuck.",exclamation_shock,"01:17:59,482",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3301,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,Fuck it.,general_expletive,"01:18:35,852",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3302,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,Fuck. Fuck off.,insult,"01:18:48,030",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3303,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,Fuck. Fuck off.,insult,"01:18:48,030",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3304,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuck,What the fuck is that?,exclamation_shock,"01:19:15,141",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3305,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuck,"It's going down, boss. Should I send the boys to fuck him up?",insult,"01:19:20,563",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3306,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuck,"Shut the fuck up! Get this fuck inside. We're moving out. Come, let's go!",general_expletive,"01:19:43,544",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3307,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuck,"Shut the fuck up! Get this fuck inside. We're moving out. Come, let's go!",general_expletive,"01:19:43,544",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3308,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuck,What the fuck?,exclamation_shock,"01:21:46,375",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3309,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuck,What the fuck?,exclamation_shock,"01:22:25,748",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3310,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,"Fuck off! No, fuck off, man!",insult,"01:22:42,848",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3311,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuck,"Fuck off! No, fuck off, man!",insult,"01:22:42,848",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3312,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fucking,Get your hands off me. Fucking get off me!,insult,"01:22:55,486",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3313,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,Get your fucking hands off me! I'll fucking kill you.,insult,"01:23:01,742",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3314,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,Get your fucking hands off me! I'll fucking kill you.,insult,"01:23:01,742",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3315,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,Fuck you.,insult,"01:23:51,375",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3316,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,Fuck you. Fuck you! Fuck you!,insult,"01:24:00,885",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3317,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,Fuck you. Fuck you! Fuck you!,insult,"01:24:00,885",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3318,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,Fuck you. Fuck you! Fuck you!,insult,"01:24:00,885",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3319,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,Fuck.,general_expletive,"01:26:27,156",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3320,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuck,He knows what the fuck is up with that ship.,exclamation_shock,"01:27:53,909",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3321,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucker,Get the fucker out and get him talking now.,insult,"01:27:56,412",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3322,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,"Over here, cunt. Come outside, you fucking alien. Come here.",insult,"01:28:16,974",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3323,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fucking,Fucking bliksem.,general_expletive,"01:29:07,566",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3324,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,Wait for my command. Make sure you fucking shoot to kill.,insult,"01:29:11,779",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3325,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuck,- Fall back. - What the fuck?,exclamation_shock,"01:29:22,539",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3326,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucker,Take the right flanks. Take that fucker down.,general_expletive,"01:29:26,752",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3327,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,You may have the prawn. Okay? Just let me fucking go.,insult,"01:30:00,119",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3328,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,"And keep on running, you fucking coward. Run! Run!",insult,"01:30:07,459",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3329,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,Get the air support up and get on his fucking tail now!,general_expletive,"01:30:14,466",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3330,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,Then just fucking kill him.,insult,"01:30:26,687",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3331,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,- He's not gonna talk. - Then just fucking kill him.,insult,"01:30:43,537",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3332,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,Fuck.,general_expletive,"01:30:46,206",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3333,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,- He's a tough one. He's not gonna talk. - Then just fucking kill him.,insult,"01:30:47,416",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3334,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fucking,It's not too fucking far. Get up.,general_expletive,"01:31:21,033",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3335,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuckers,He's heading for the drop ship. Cut those fuckers off!,insult,"01:32:16,171",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3336,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuck,What the fuck?,exclamation_shock,"01:32:27,849",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3337,154,District 9,Action,Neill Blomkamp,103.0,2010,False,fuck,- Shit. - You fuck.,insult,"01:32:35,274",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
3338,154,District 9,Action,Neill Blomkamp,103.0,2010,False,Fuck,Fuck! I'm not fucking scared of you.,insult,"01:33:54,186",156,89.48,A government agent tasked with evicting alien refugees from a Johannesburg shantytown is accidentally infected with alien DNA.,
